0.00,시뮬레이션 시작,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,[설정] Speed: 5, Rotation Speed: 2, Avoid Radius: 5, Cluster Arrival Threshold: 0.8, Obstacle Layer: ,(0.00,-0.73,-22.29)
0.00,[선택 이유: a] 거리: 40.2, 쓰레기 수: 1500, 장애물 수: 1, 주변 클러스터: 0, 최종 점수: -1781.92,(0.00,-0.73,-22.29)
0.00,알고리즘 사용됨: Score,(0.00,-0.73,-22.29)
0.00,클러스터 a로 이동 시작,(0.00,-0.73,-22.29)
0.35,시뮬레이션 강제 종료됨,(0.70,-0.55,-20.34)
0.35,총 이동 거리: 1.96m,(0.70,-0.55,-20.34)
0.35,2분 이내 수거 비율: 0.0% (0 / 3754),(0.70,-0.55,-20.34)
0.35,장애물 충돌 횟수: 0,(0.70,-0.55,-20.34)
